name,gu_name,dong_name,latitude,longitude
교촌치킨 개포1호점,강남구,개포4동,37.4762590074222,127.046913045213
교촌치킨 개포2호점,강남구,개포2동,37.4823213231561,127.061345590737
교촌치킨 논현1호점,강남구,논현1동,37.5083534807199,127.023424827282
교촌치킨대치1호점,강남구,대치4동,37.4975237029163,127.052674047201
교촌치킨 대치2호점,강남구,대치2동,37.4986638278661,127.06180339151
교촌치킨 도곡점,강남구,도곡2동,37.4853373905729,127.044114534021
교촌치킨삼성1호점,강남구,삼성2동,37.5120431730641,127.049022724191
교촌치킨 일원본동점,강남구,일원본동,37.4848961854277,127.090677682629
교촌치킨 압구정신사점,강남구,압구정동,37.5275504277269,127.036296447839
교촌치킨 강남역점,강남구,역삼1동,37.5008834513131,127.027484833498
교촌치킨 역삼1호점,강남구,역삼1동,37.4919013970287,127.032160911124
교촌치킨 일원1동점,강남구,일원1동,37.4903698111867,127.0854756091
교촌치킨 세곡점,강남구,세곡동,37.4741297968581,127.094086602214
교촌치킨청담역점,강남구,청담동,37.5199178160819,127.053868379065
교촌치킨 강일점,강동구,강일동,37.5648570441991,127.174578322062
교촌치킨 상일점,강동구,고덕2동,37.5584082222207,127.170721118622
교촌치킨 고덕1호점(서울),강동구,고덕1동,37.5598087167904,127.151658377876
교촌치킨 길1호점,강동구,길동,37.5411130801439,127.142567129579
교촌치킨 길동역점,강동구,길동,37.5373854181526,127.138518684767
교촌치킨 둔촌1호점,강동구,둔촌2동,37.5312079801535,127.142008725427
교촌치킨 명일1호점,강동구,명일1동,37.5496699223528,127.146928264948
교촌치킨 상일2호점,강동구,상일1동,37.5485938849143,127.167800631257
교촌치킨 성내점,강동구,성내2동,37.5313502017009,127.127937824771
교촌치킨 암사2호점,강동구,암사3동,37.5550004893973,127.137506020679
교촌치킨 암사1호점,강동구,암사2동,37.5531292826861,127.128315120853
교촌치킨 미아역점,강북구,송중동,37.6215402161015,127.028384859941
교촌치킨 미아사거리점,강북구,송중동,37.6122493565854,127.032093291151
교촌치킨 미아1호점,강북구,송천동,37.6172043844266,127.022104374602
교촌치킨 번동점,강북구,번3동,37.6272782129773,127.041041227421
교촌치킨 수유역점,강북구,번1동,37.6388945537413,127.02878789705
교촌치킨 수유1호점,강북구,수유2동,37.6409894123266,127.017383399185
교촌치킨 수유2호점,강북구,수유1동,37.6319338778856,127.018579776587
교촌치킨 수유2호점,강북구,수유1동,37.6319338778856,127.018579776587
교촌치킨 덕성여대점,강북구,우이동,37.6501952241106,127.01313060536
교촌치킨 발산점,강서구,우장산동,37.5574915054029,126.843758715445
교촌치킨 가양점,강서구,등촌3동,37.5612927127993,126.853960029542
교촌치킨 마곡역점,강서구,가양1동,37.5597215791437,126.830889261353
교촌치킨 마곡1호점,강서구,가양1동,37.5638853086615,126.839508697804
교촌치킨 방화1호점,강서구,방화1동,37.5736279995936,126.813662630224
교촌치킨 방화2호점,강서구,방화2동,37.5705636069573,126.812340211069
교촌치킨 염창점,강서구,염창동,37.550524969652,126.872953745882
교촌치킨 화곡본동점,강서구,화곡본동,37.5444367779308,126.845474260848
교촌치킨 까치산역점,강서구,화곡1동,37.5307752664887,126.846775794657
교촌치킨 화곡2호점,강서구,화곡1동,37.5382629085939,126.8409617901
교촌치킨 강서구청점,강서구,화곡6동,37.5495847391992,126.847289201743
교촌치킨 봉천3호점,관악구,인헌동,37.4759503923417,126.964086109576
교촌치킨 봉천2호점,관악구,행운동,37.479283361279,126.958707344593
교촌치킨 봉천1호점,관악구,중앙동,37.4818887916789,126.952208106801
교촌치킨 봉천4호점,관악구,은천동,37.483278958933,126.941221997173
교촌치킨 신림2호점,관악구,미성동,37.4772691292269,126.915750023639
교촌치킨 신림3호점,관악구,대학동,37.4698774759589,126.938996703722
교촌치킨 신림1호점,관악구,조원동,37.4859262317109,126.91342466271
교촌치킨 신림4호점,관악구,난곡동,37.4718694738169,126.9193747253
교촌치킨 광장점,광진구,광장동,37.5418155218107,127.095758332396
교촌치킨 구의역점,광진구,구의1동,37.5389680420214,127.085118513944
교촌치킨 자양1호점,광진구,자양3동,37.5310473026211,127.074803573106
교촌치킨 자양2호점,광진구,자양1동,37.5346469547974,127.082035011802
교촌치킨 중곡2호점,광진구,중곡2동,37.5633552966476,127.086686138269
교촌치킨 중곡1호점,광진구,중곡1동,37.5626720288457,127.080510919083
교촌치킨 건대점,광진구,화양동,37.5416989017267,127.069387756676
교촌치킨 고척1호점,구로구,개봉1동,37.5024310564826,126.848370107295
교촌치킨 개봉1호점,구로구,개봉3동,37.4884064827094,126.856477004424
교촌치킨 동양미래대학점,구로구,고척1동,37.5029451933791,126.86314728276
교촌치킨 남구로점,구로구,구로2동,37.4916817062163,126.882286556478
교촌치킨 구로2호점,구로구,구로4동,37.4961099448584,126.893059422957
교촌치킨 구로디지털점,구로구,구로3동,37.4819878607669,126.897677914807
교촌치킨 신도림1호점,구로구,신도림동,37.5056826985762,126.8828227159
교촌치킨 오류1호점,구로구,오류1동,37.4955092589166,126.842108689122
교촌치킨 천왕역점,구로구,오류2동,37.4894913590551,126.837597505503
교촌치킨 항동점,구로구,항동,37.4815962489099,126.820274314632
교촌치킨 가산디지털점,금천구,가산동,37.480175157719,126.88106852752
교촌치킨 독산2동점,금천구,독산2동,37.4612582799071,126.898465172887
교촌치킨 독산1호점,금천구,독산3동,37.4773866226526,126.903943505919
교촌치킨 시흥2호점,금천구,시흥1동,37.4500476984584,126.903847942915
교촌치킨 시흥1호점,금천구,시흥2동,37.4502027219615,126.913471500612
교촌치킨 공릉1호점,노원구,공릉2동,37.6229719902338,127.079163132733
교촌치킨 공릉2호점,노원구,공릉2동,37.6302355418912,127.075765100149
교촌치킨 공릉3호점,노원구,공릉1동,37.6230902829774,127.073461747285
