name,type,gu_name,dong_name,latitude,longitude
런드리익스프레스샵 논현점,셀프빨래방,강남구,논현1동,37.5070516,127.0293596
크린토피아 코인워시365 논현역점,셀프빨래방,강남구,논현1동,37.5098222,127.0277507
크린업24 강남논현점,셀프빨래방,강남구,논현1동,37.5099898,127.0258803
워시엔조이 강남논현점,셀프빨래방,강남구,논현1동,37.5102822,127.0239352
크린업24 강남역삼점,셀프빨래방,강남구,역삼1동,37.4970034,127.0298357
24시셀프빨래대장 일원점,셀프빨래방,강남구,일원본동,37.4828994,127.0834454
더런드리 논현점,셀프빨래방,강남구,논현1동,37.5111198,127.0293267
워시엔죠이셀프빨래방 역삼1호점,셀프빨래방,강남구,역삼1동,37.4917309,127.0372698
자탁소셀프빨래방 역삼직영점,셀프빨래방,강남구,역삼2동,37.4936191,127.0424151
빨래터빨래방 역삼점,셀프빨래방,강남구,역삼1동,37.5020995,127.0339263
크린토피아 코인워시365 청담경원점,셀프빨래방,강남구,청담동,37.5235931,127.0450641
워시엔조이 청담점,셀프빨래방,강남구,청담동,37.522158,127.0457381
어반런드렛 청담,셀프빨래방,강남구,청담동,37.5254831,127.0489544
세탁나눔방24시,셀프빨래방,강남구,청담동,37.5264397,127.04968
워시큐셀프빨래방 신논현점,셀프빨래방,강남구,논현1동,37.5057599,127.027426
아쿠아워시 강남언주역점,셀프빨래방,강남구,역삼1동,37.5067636,127.0331066
크린토피아 코인워시 강남언주역점,셀프빨래방,강남구,논현1동,37.5079461,127.0322315
크린토피아 코인워시365 역삼1동점,셀프빨래방,강남구,역삼1동,37.5066527,127.0415582
펭귄에이전시 (penguin agency),셀프빨래방,강남구,삼성2동,37.5137167,127.0486405
위니아24크린샵 삼성점,셀프빨래방,강남구,삼성2동,37.5103691,127.0534108
화이트365 삼성점,셀프빨래방,강남구,삼성2동,37.5118015,127.0465731
코인워시24셀프빨래터 강남대치점,셀프빨래방,강남구,대치4동,37.4988282,127.0533586
아쿠아워시 논현점,셀프빨래방,강남구,논현2동,37.5106397,127.0361861
버블맨24셀프빨래방 언주역점,셀프빨래방,강남구,역삼1동,37.5060377,127.0367484
빨래터빨래방 역삼본점,셀프빨래방,강남구,역삼2동,37.5005674,127.0423818
런드리나인셀프빨래방 일원점,셀프빨래방,강남구,일원1동,37.490887,127.0873361
런드리9 셀프빨래방 일원점,셀프빨래방,강남구,일원1동,37.490887,127.0873361
에코런드렛셀프빨래방 강남자곡동점,셀프빨래방,강남구,세곡동,37.4737132,127.1034188
낭만빨래방 역삼역점,셀프빨래방,강남구,역삼1동,37.4971759,127.0336379
위니아24크린샵 역삼점,셀프빨래방,강남구,역삼1동,37.5049603,127.0396529
워시엔조이 선릉역점,셀프빨래방,강남구,역삼1동,37.5051548,127.0442448
크린토피아 코인워시 선릉역점,셀프빨래방,강남구,역삼1동,37.5056945,127.0462538
런드리존 논현점,셀프빨래방,강남구,논현1동,37.5103819,127.0274448
화이트365 강남논현점,셀프빨래방,강남구,논현2동,37.5114375,127.0330551
화이트365 강남점,셀프빨래방,강남구,논현2동,37.5183238,127.0376459
더런드리 셀프빨래방 암사점,셀프빨래방,강동구,암사1동,37.5532288,127.1300076
셀빨래방 암사동점,셀프빨래방,강동구,암사1동,37.5541113,127.1357689
화이트24셀프빨래방 천호점,셀프빨래방,강동구,천호3동,37.5403805,127.1282011
아쿠아워시 셀프빨래방 명일동점,셀프빨래방,강동구,명일1동,37.5501562,127.1461581
24시셀프빨래방 천호2호점,셀프빨래방,강동구,천호2동,37.5468463,127.1322039
셀빨래방 고덕점,셀프빨래방,강동구,고덕1동,37.5604684,127.1517976
코인워시셀프빨래방 천호길동점,셀프빨래방,강동구,천호1동,37.54792,127.1412891
이지워시 셀프빨래방 명일점,셀프빨래방,강동구,명일2동,37.5486854,127.1542121
셀빨래방 성내점,셀프빨래방,강동구,성내3동,37.5299209,127.1366084
이지워시 셀프빨래방 둔촌점,셀프빨래방,강동구,둔촌2동,37.5326059,127.1393231
워시스토리셀프빨래방 강동성내타운점,셀프빨래방,강동구,성내3동,37.5336301,127.1346185
워시피플셀프빨래방,셀프빨래방,강동구,명일1동,37.5475763,127.1445742
워시엔조이 셀프빨래방 천호역점,셀프빨래방,강동구,천호2동,37.5428092,127.1237211
워시쿱 24시 셀프빨래방 암사점,셀프빨래방,강동구,암사1동,37.5501863,127.1300022
천호동 셀프빨래방 런드리라운지24 천호3동점,셀프빨래방,강동구,천호3동,37.539228,127.1320283
셀빨래방,셀프빨래방,강동구,천호3동,37.542161,127.1376986
워시팡팡무인셀프빨래방 성내점,셀프빨래방,강동구,성내2동,37.5342938,127.1257315
24시셀프빨래방,셀프빨래방,강동구,성내2동,37.5334398,127.1268991
위니아대우24크린샵셀프빨래방 서울둔촌점,셀프빨래방,강동구,둔촌2동,37.5307829,127.1416631
워시쿱셀프빨래방미아점무인아이스크림할인점,식품판매,강북구,송중동,37.6222006,127.0287701
워시팡팡 셀프빨래방,세탁소,강북구,송천동,37.6222035,127.0260022
크린토피아 코인워시 미아역점,셀프빨래방,강북구,미아동,37.6297048,127.0239136
뽀송이 셀프빨래방,세탁소,강북구,우이동,37.6578698,127.0134608
크린업24 미아뉴타운점,셀프빨래방,강북구,삼각산동,37.6185505,127.0188472
화이트365 수유시장점,셀프빨래방,강북구,삼양동,37.6301531,127.022125
크린토피아 코인워시365 수유1동주민센터점,셀프빨래방,강북구,수유1동,37.6300038,127.0169774
화이트365 화계역점,셀프빨래방,강북구,수유1동,37.6326045,127.0153626
화이트365 미아점,셀프빨래방,강북구,미아동,37.6246146,127.0249659
빨래방24시 송천점,셀프빨래방,강북구,송천동,37.6186991,127.0238523
크린업24 길음뉴타운점,셀프빨래방,강북구,송천동,37.6117497,127.0230935
위니아대우24크린샵 미아점,셀프빨래방,강북구,송중동,37.6135321,127.0342565
더런드리 미아점,셀프빨래방,강북구,송중동,37.6146152,127.0348918
런드리나인 셀프빨래방 오패산점,셀프빨래방,강북구,송중동,37.6249469,127.0321441
크린토피아 코인워시365 강북미아해링턴점,셀프빨래방,강북구,송중동,37.616937,127.0346104
워시하우스 미아사거리점,셀프빨래방,강북구,송중동,37.6145884,127.0325606
24시셀프코인빨래방,셀프빨래방,강북구,번3동,37.6271971,127.0399267
스피드퀸,셀프빨래방,강북구,번3동,37.6271971,127.0399267
코런셀프빨래방,셀프빨래방,강서구,화곡1동,37.5340725,126.8417257
AMPM워시큐 셀프빨래방 발산역점,셀프빨래방,강서구,가양1동,37.5618344,126.8388113
워시프렌즈 서울마곡동점,셀프빨래방,강서구,가양1동,37.5655159,126.8400405
에코런드렛 셀프빨래방 화곡동점,셀프빨래방,강서구,화곡8동,37.5357709,126.8489506
브로스셀프빨래방 화곡점,셀프빨래방,강서구,화곡3동,37.5436333,126.8365611
워시팡팡 셀프빨래방발산점,세탁소,강서구,발산1동,37.5530873,126.8326184
에코런드렛 빨래방&amp;아이스크림 화곡4동점,셀프빨래방,강서구,화곡4동,37.5309931,126.8601403
24시셀프빨래방 방화동,셀프빨래방,강서구,방화2동,37.5632082,126.8072819
24시셀프빨래방 화곡점,셀프빨래방,강서구,화곡4동,37.5319853,126.8592546
워시앤디 셀프빨래방 까치산점,셀프빨래방,강서구,화곡1동,37.5306105,126.842514
워시프렌즈 서울까치산점,셀프빨래방,강서구,화곡8동,37.5349549,126.8500332
아인워시 24시셀프빨래방 화곡점,셀프빨래방,강서구,화곡2동,37.5316347,126.8546487
워시팡팡셀프빨래방 남부시장점,셀프빨래방,강서구,화곡4동,37.533809,126.8616585
에코런드렛 셀프빨래방&amp;아이스크림 마곡직영점,셀프빨래방,강서구,가양1동,37.559888,126.8291698
화이트24셀프빨래방 등촌점,셀프빨래방,강서구,등촌1동,37.5556209,126.8591396
우리셀프빨래방협동조합 강서구청점,셀프빨래방,강서구,화곡본동,37.5474583,126.848581
셀빨래방 화곡점,셀프빨래방,강서구,화곡6동,37.5488915,126.8504397
워시타임셀프빨래방 김포공항동점,셀프빨래방,강서구,공항동,37.5539043,126.8144736
백의민족 셀프빨래방 등촌점,셀프빨래방,강서구,등촌2동,37.5455753,126.8613306
화이트24셀프빨래방 마곡나루역점,셀프빨래방,강서구,가양1동,37.5689315,126.8261437
24시셀프빨래방 신이주단지점,셀프빨래방,강서구,공항동,37.5548614,126.8179212
화이트24셀프빨래방 개화산역점,셀프빨래방,강서구,방화2동,37.572303,126.8069941
화이트24셀프빨래방 양천향교역점,셀프빨래방,강서구,가양1동,37.568266,126.8403596
미스터셀프크리닝 방화2점,셀프빨래방,강서구,방화1동,37.5698141,126.8152452
화이트24 셀프빨래방 양천향교점,셀프빨래방,강서구,가양1동,37.5708356,126.8403756
워시프레쉬 화곡점,셀프빨래방,강서구,화곡본동,37.5425889,126.8477588
워시팡팡무인셀프빨래방 화곡본점,셀프빨래방,강서구,화곡8동,37.5387912,126.8478197
아쿠아워시 서울강서화곡동점,셀프빨래방,강서구,화곡6동,37.5545091,126.8520186
이지워시 셀프빨래방 화곡점,셀프빨래방,강서구,화곡1동,37.5385782,126.8354767
런드리킹 셀프빨래방 신사점,셀프빨래방,관악구,신사동,37.4837267,126.9216598
워시프렌즈 서울삼성동점,셀프빨래방,관악구,삼성동,37.4644976,126.9269064
워시피플셀프빨래방 관악봉천은천점,셀프빨래방,관악구,보라매동,37.4869358,126.9393778
늘푸른 셀프드라이크리닝 신림동점,셀프빨래방,관악구,난곡동,37.4691916,126.9242383
파란빨래방 난곡사거리점,셀프빨래방,관악구,미성동,37.479464,126.9128484
런드리라운지24셀프빨래방 낙성대점,셀프빨래방,관악구,행운동,37.4762018,126.9665166
워시프렌즈셀프빨래방 서울신림점,셀프빨래방,관악구,신사동,37.485323,126.9198081
화이트빨래방,셀프빨래방,관악구,신림동,37.4859247,126.9308676
에코런드렛셀프빨래방 관악구신림점,셀프빨래방,관악구,신림동,37.4861555,126.9335779
워시 프레쉬 셀프빨래방 신림역점,세탁소,관악구,서원동,37.4825552,126.9338871
워시프레쉬 셀프빨래방 신림역2호점,셀프빨래방,관악구,서원동,37.484215,126.933964
파란빨래방,셀프빨래방,관악구,낙성대동,37.4776204,126.9553142
하이브 셀프빨래방,셀프빨래방,관악구,남현동,37.47577,126.9755237
퍼펙트30분빨래방 당곡역점,셀프빨래방,관악구,보라매동,37.4910757,126.9287129
워시원 서울대학동점,셀프빨래방,관악구,대학동,37.4677405,126.9364431
워시프렌즈 서울대학동점,셀프빨래방,관악구,대학동,37.4664422,126.9361442
무인셀프 365일빨래방,셀프빨래방,관악구,대학동,37.4669936,126.9374894
셀빨래방 보라매점,셀프빨래방,관악구,보라매동,37.4912113,126.9249903
클린빨래방,셀프빨래방,관악구,서림동,37.4749068,126.9407491
워시피플셀프빨래방 신림보라매점,셀프빨래방,관악구,보라매동,37.4885979,126.9305018
센트럴빨래방 파란신림점,셀프빨래방,관악구,신림동,37.4870925,126.9304952
더런드리셀프빨래방 봉천은천점,셀프빨래방,관악구,은천동,37.4841842,126.9454916
워시엔조이 셀프빨래방 봉천중앙점,셀프빨래방,관악구,은천동,37.483488,126.9449953
버블맨24셀프빨래방 봉천점,셀프빨래방,관악구,중앙동,37.4833224,126.9492909
착한EM빨래방,셀프빨래방,관악구,중앙동,37.4829015,126.9506717
파란셀프빨래방,셀프빨래방,관악구,대학동,37.4688674,126.93892
클린업24시 셀프빨래방 서울대점,셀프빨래방,관악구,서림동,37.4716647,126.9384035
크린업24 서울대대학동점,셀프빨래방,관악구,대학동,37.4680788,126.9364282
런드리카페 셀프빨래방 신림점,셀프빨래방,관악구,대학동,37.4680295,126.9345628
버블맨24 셀프빨래방,셀프빨래방,관악구,서림동,37.4749363,126.9370368
화이트빨래방 신림역점,셀프빨래방,관악구,서원동,37.4820835,126.9306623
워시엔조이 신림역2호점,셀프빨래방,관악구,신림동,37.4858711,126.928162
런드리라운지24 셀프빨래방 신림점,셀프빨래방,관악구,신림동,37.4875944,126.9294281
셀프크리닝,셀프빨래방,관악구,신원동,37.481772,126.9275911
워시피플 셀프빨래방 봉천동점,셀프빨래방,관악구,청룡동,37.4797059,126.9486168
24시간셀프빨래방 은천점,셀프빨래방,관악구,은천동,37.4838184,126.9438376
셀프빨래방24,셀프빨래방,관악구,청룡동,37.4819881,126.9398842
워시앤조이셀프빨래방 관악조원점,셀프빨래방,관악구,조원동,37.481346,126.9087317
이지워시셀프빨래방 관악청룡점,셀프빨래방,관악구,청룡동,37.4789865,126.9448754
자탁소 셀프빨래방 쑥고개점,셀프빨래방,관악구,청룡동,37.4802306,126.9417547
더런드리 청룡점,셀프빨래방,관악구,청룡동,37.4806339,126.9458664
청림24시셀프빨래방,셀프빨래방,관악구,청림동,37.4886505,126.959506
24시셀프빨래플러스 청림점,셀프빨래방,관악구,청림동,37.4886505,126.959506
워시팡팡 셀프빨래방 서울대입구점,셀프빨래방,관악구,행운동,37.4818377,126.9564952
자탁소 셀프빨래방 낙성대행운점,셀프빨래방,관악구,행운동,37.4794233,126.9598971
워시피플 셀프빨래방 봉천낙성대행운점,셀프빨래방,관악구,행운동,37.4814478,126.9600223
런드리킹셀프빨래방 신림대학동점,셀프빨래방,관악구,대학동,37.4686183,126.9355923
월드크리닝 서울신림점,셀프빨래방,관악구,대학동,37.4702264,126.9359625
워시스토리 서울광장점,셀프빨래방,광진구,광장동,37.5475301,127.1043067
모지트,셀프빨래방,광진구,군자동,37.5547631,127.0756709
클린클린24시 셀프빨래방 건대점,셀프빨래방,광진구,화양동,37.5445946,127.0707222
워시팡팡 24시빨래방 군자점,셀프빨래방,광진구,중곡1동,37.561574,127.0802376
24H중곡센터1 워시앤드라이,셀프빨래방,광진구,중곡3동,37.5660476,127.0834527
워시프렌즈 셀프빨래방,셀프빨래방,광진구,자양4동,37.5378412,127.0689943
코인워시24셀프발래방 건대점,셀프빨래방,광진구,화양동,37.5452142,127.0686164
화이트365 건대후문점,셀프빨래방,광진구,화양동,37.5451597,127.0759972
샤인워시 화양점,셀프빨래방,광진구,화양동,37.5465685,127.0725567
워시앤조이셀프빨래방,세탁소,광진구,화양동,37.5467638,127.0703412
워시엔조이 화양점,셀프빨래방,광진구,화양동,37.5467638,127.0703412
위워시 군자역점,셀프빨래방,광진구,중곡1동,37.5588379,127.0776401
코인워시24빨래터 KCLA광진점,셀프빨래방,광진구,자양4동,37.53776,127.0664117
햇빛촌24시셀프빨래터,셀프빨래방,광진구,중곡3동,37.5711256,127.0814969
워시피플셀프빨래방광진구화양동점,세탁소,광진구,화양동,37.5478143,127.0678101
24시셀프빨래방 자양점,셀프빨래방,광진구,자양4동,37.539323,127.0633098
화이트365 건대입구역점,셀프빨래방,광진구,화양동,37.5430664,127.0681086
유니셀프 화양점,셀프빨래방,광진구,화양동,37.5439134,127.0655825
워시엔조이 군자점,셀프빨래방,광진구,군자동,37.5545503,127.0723461
24시셀프빨래방 워시쿱얼음왕국중곡1동점,식품판매,광진구,중곡1동,37.5594159,127.0762533
워시프렌즈 중곡동점,셀프빨래방,광진구,중곡1동,37.5642171,127.0785097
런드리밍 중곡2호점,셀프빨래방,광진구,중곡3동,37.5676438,127.079643
아쿠아워시 서울자양점,셀프빨래방,광진구,자양2동,37.5291558,127.0817827
워시테리아 군자점,셀프빨래방,광진구,군자동,37.5568004,127.0760705
우리셀프빨래협동조합 세종대점,셀프빨래방,광진구,군자동,37.5551345,127.0752618
코인워시 24 세종대점,셀프빨래방,광진구,군자동,37.5551345,127.0752618
화이트365 건대동문회관점,셀프빨래방,광진구,자양3동,37.5383893,127.0749108
위니아24시크린샵 서울구의점,셀프빨래방,광진구,구의3동,37.5392349,127.092202
크린업24 화양점,셀프빨래방,광진구,화양동,37.5450219,127.0673412
워시엔조이 건대자양점,셀프빨래방,광진구,자양1동,37.5357864,127.0780866
워시팡팡 자양광진점,셀프빨래방,광진구,자양1동,37.5349697,127.0785493
워시엔조이 중곡군자역점,셀프빨래방,광진구,중곡2동,37.556527,127.08307
화이트365 중곡점,셀프빨래방,광진구,중곡2동,37.5576685,127.0864123
워시프렌즈 셀프빨래방 중곡사거리점,셀프빨래방,광진구,중곡2동,37.5590182,127.0869917
호박빨래방,셀프빨래방,광진구,자양1동,37.5379004,127.0829701
버블맨24셀프빨래방 자양점,셀프빨래방,광진구,자양1동,37.5349018,127.0826783
런드리플립플랍셀프빨래방 구의점,셀프빨래방,광진구,구의1동,37.5439839,127.0893113
런드리밍,셀프빨래방,광진구,중곡2동,37.5576509,127.0813194
코인워시24 능동어린이대공원점,셀프빨래방,광진구,능동,37.5548459,127.0810984
햇빛촌24시 셀프빨래터 중곡2호점,셀프빨래방,광진구,중곡2동,37.5548106,127.0874879
빨리셀프크리닝 개봉점,셀프빨래방,구로구,개봉2동,37.4923701,126.8534008
우리셀프빨래방협동조합 개봉점,셀프빨래방,구로구,개봉3동,37.4839497,126.8535462
크린업24 오류동역점,셀프빨래방,구로구,오류1동,37.4955852,126.8466467
24시셀프빨래방 오류점,셀프빨래방,구로구,오류1동,37.4948295,126.8420242
빨래방,셀프빨래방,구로구,고척1동,37.5046497,126.863331
이지워시 셀프빨래방 구로동점,셀프빨래방,구로구,구로3동,37.4885093,126.8908012
더런드리셀프빨래방 구로본동점,셀프빨래방,구로구,구로2동,37.4904604,126.8830769
워시프렌즈셀프빨래방 서울구로4동점,셀프빨래방,구로구,구로2동,37.4909823,126.8872144
워시팡팡 무인셀프빨래방 구로초점,셀프빨래방,구로구,구로2동,37.4962947,126.8849176
뽀송뽀송24시빨래방,셀프빨래방,구로구,구로2동,37.4982099,126.885865
하이빌빨래방,셀프빨래방,구로구,구로2동,37.4982099,126.885865
워시프렌즈 서울구로구청점,셀프빨래방,구로구,구로4동,37.49556,126.8914829
구일셀프빨래방,셀프빨래방,구로구,구로1동,37.4959404,126.8722666
화이트24셀프빨래방 구일점,셀프빨래방,구로구,구로1동,37.4959404,126.8722666
워시프렌즈셀프빨래방 구일역점,셀프빨래방,구로구,구로1동,37.4920247,126.8757919
워시팡팡 셀프빨래방 궁동점,셀프빨래방,구로구,수궁동,37.4974746,126.8300876
워시쿱셀프빨래방 궁동점,셀프빨래방,구로구,수궁동,37.4952585,126.8319808
워시팡팡셀프빨래방 온수점,셀프빨래방,구로구,수궁동,37.492434,126.8197458
워시프레쉬셀프빨래방 신도림포스빌,셀프빨래방,구로구,구로5동,37.5055472,126.891336
코인워시24시빨래방,셀프빨래방,구로구,구로3동,37.4803881,126.8989291
워시프렌즈셀프빨래방 구로구고척점,셀프빨래방,구로구,고척1동,37.5031383,126.862561
워시코인24시 샐프빨래방,세탁소,구로구,고척2동,37.5075882,126.8539526
코인워시24셀프빨래방 목동고척점,셀프빨래방,구로구,고척2동,37.5075882,126.8539526
워시팡팡셀프빨래방 금천1호점,셀프빨래방,금천구,독산1동,37.4719602,126.8896414
워시프렌즈 셀프빨래방 금천 독산1동점,셀프빨래방,금천구,독산1동,37.472392,126.8946132
워시프렌즈 셀프빨래방 서울독산동점,셀프빨래방,금천구,독산1동,37.4528688,126.8901904
남문24시셀프빨래방,셀프빨래방,금천구,독산3동,37.4717184,126.9029146
워시팡팡셀프빨래방 독산3동점,셀프빨래방,금천구,독산3동,37.4763126,126.9033544
현대셀프크리닝,셀프빨래방,금천구,시흥1동,37.455304,126.9056584
행복셀프빨래방,셀프빨래방,금천구,시흥4동,37.4559061,126.9059194
워시피플셀프빨래방 금천독산4동점,셀프빨래방,금천구,독산4동,37.470311,126.9004106
셀프빨래방 가산푸르지오시티점,셀프빨래방,금천구,가산동,37.4753002,126.8908539
24시쎌프빨래방,셀프빨래방,금천구,독산3동,37.4769876,126.9083588
워시엔조이 셀프빨래방 독산2호점,셀프빨래방,금천구,독산1동,37.4685577,126.8922437
워시프렌즈셀프빨래방 금천가산미소지움점,셀프빨래방,금천구,가산동,37.4762916,126.8787002
미소지움셀프빨래방,셀프빨래방,금천구,가산동,37.4762916,126.8787002
위시팡팡셀프빨래방,셀프빨래방,노원구,공릉2동,37.6246193,127.0789422
워시쿱 서울과기대점,셀프빨래방,노원구,하계1동,37.6356688,127.0744147
크린토피아 코인워시365 서울과기대점,셀프빨래방,노원구,하계1동,37.635655,127.0728696
워시스토리 서울노원점,셀프빨래방,노원구,상계2동,37.653283,127.0709421
워시피플셀프빨래방 노원중계동점,셀프빨래방,노원구,중계1동,37.6537579,127.0732234
워시쿱 서울공릉동점,셀프빨래방,노원구,공릉1동,37.6193093,127.0732571
워시프렌즈 셀프빨래방 공릉과기대점,셀프빨래방,노원구,공릉1동,37.6290382,127.0734406
코인24시빨래방 당고개역점,셀프빨래방,노원구,상계3.4동,37.6703059,127.0785559
워시프렌즈 서울상계2동점,셀프빨래방,노원구,상계2동,37.6569377,127.0696338
월드크린셀프크리닝 상계점,셀프빨래방,노원구,상계2동,37.6594432,127.0615323
코인워시24셀프빨래방 중계상계점,셀프빨래방,노원구,상계2동,37.6592553,127.0675206
워시프렌즈셀프빨래방 노원월계2동점,셀프빨래방,노원구,월계2동,37.6325606,127.0517479
크린업24 상계점,셀프빨래방,노원구,상계5동,37.6637089,127.0738729
워시엔조이 상계역점,셀프빨래방,노원구,상계5동,37.6634178,127.0729613
더런드리셀프빨래방 노원상계점,셀프빨래방,노원구,상계5동,37.6619478,127.0668693
워시엔조이 셀프빨래방 상계동점,셀프빨래방,노원구,상계2동,37.661327,127.0663816
더런드리 쌍문점,셀프빨래방,도봉구,쌍문3동,37.6510471,127.0341196
빨래방위드디,셀프빨래방,도봉구,창3동,37.6413781,127.0409952
워시엔조이 셀프빨래방 신도봉점,셀프빨래방,도봉구,도봉1동,37.670489,127.0424797
셀프빨래방 창동점,셀프빨래방,도봉구,창2동,37.6440613,127.0376339
워시프랜즈셀프빨래방 도봉구창동점,세탁소,도봉구,창2동,37.644952,127.0342309
버블맨24 샐프빨래방 쌍문3호점,셀프빨래방,도봉구,쌍문3동,37.6487613,127.0308901
더런드리 셀프빨래방 창동점,셀프빨래방,도봉구,창5동,37.6572113,127.041798
워시엔조이 셀프빨래방 도봉창동점,셀프빨래방,도봉구,창5동,37.6561229,127.0426065
워시프렌즈 셀프빨래방 도봉구 방학동점,셀프빨래방,도봉구,방학1동,37.669094,127.0447525
워시24시 셀프빨래방,셀프빨래방,도봉구,도봉2동,37.6828886,127.0475086
프리머스셀프빨래방,셀프빨래방,도봉구,창3동,37.6361277,127.0398381
버블맨24셀프빨래방 창동점,셀프빨래방,도봉구,창1동,37.6510272,127.0413835
코인워시24빨래터,셀프빨래방,동대문구,회기동,37.5920533,127.0545461
런드리24 제기점,셀프빨래방,동대문구,제기동,37.5849944,127.038228
크린토피아 코인워시 답십리점,셀프빨래방,동대문구,답십리1동,37.572855,127.0524012
크린토피아 코인워시 장안시장점,셀프빨래방,동대문구,장안1동,37.5684929,127.0652065
워시타임 서울장안동점,셀프빨래방,동대문구,장안1동,37.5693186,127.0655821
셀프빨래방24시 장안점,셀프빨래방,동대문구,장안2동,37.569573,127.0731675
런드리익스프레스샵 서울시립대점,셀프빨래방,동대문구,휘경2동,37.5871071,127.0602997
워시피플 동대문휘경동점,셀프빨래방,동대문구,휘경1동,37.5907851,127.0625522
코인워시24 휘경점,셀프빨래방,동대문구,휘경1동,37.5905011,127.0607127
워시팡팡 휘경점,셀프빨래방,동대문구,휘경2동,37.5876544,127.0563864
워시엔조이 용두점,셀프빨래방,동대문구,용신동,37.5763779,127.0335233
위니아24크린샵 서울장안점,셀프빨래방,동대문구,장안2동,37.580028,127.0701654
아쿠아워시셀프빨래방 서울전농동점,셀프빨래방,동대문구,전농1동,37.5819805,127.0520067
워시엔조이 전농점,셀프빨래방,동대문구,전농1동,37.5808029,127.0518833
코인워시24빨래방 고려대점,셀프빨래방,동대문구,제기동,37.5851248,127.0319419
런드리익스프레스샵 고대정문점,셀프빨래방,동대문구,제기동,37.5885142,127.0357178
화이트365 제기동점,셀프빨래방,동대문구,용신동,37.5771555,127.0332807
크린업24 제기동점,셀프빨래방,동대문구,제기동,37.5826703,127.0348095
크린토피아 코인워시365 이문대림점,셀프빨래방,동대문구,이문2동,37.6044037,127.062614
아쿠아워시 장안동점,셀프빨래방,동대문구,장안1동,37.571438,127.0701279
에코런드렛셀프빨래방 장안점,셀프빨래방,동대문구,장안1동,37.5685136,127.0688024
워시팡팡무인셀프빨래방 동대문장안,세탁소,동대문구,장안1동,37.5641178,127.0712954
셀빨래방 장안장평점,셀프빨래방,동대문구,장안1동,37.5675083,127.0712187
워시엔조이 장안점,셀프빨래방,동대문구,장안2동,37.5678615,127.0723007
우리셀프빨래방협동조합 장안점,셀프빨래방,동대문구,장안1동,37.5692035,127.0686966
크린업24 장안점,셀프빨래방,동대문구,장안1동,37.5699615,127.0694712
워시팡팡셀프빨래방 장안2호점,셀프빨래방,동대문구,장안2동,37.5737869,127.0724966
화이트365 장안점,셀프빨래방,동대문구,장안1동,37.5640849,127.067874
호박무인빨래방,셀프빨래방,동대문구,전농1동,37.5757813,127.0571608
위워시 회기역점,셀프빨래방,동대문구,휘경2동,37.5872251,127.0555009
워시프렌즈 셀프빨래방 청량리점,셀프빨래방,동대문구,청량리동,37.5854487,127.0504364
런드리업 셀프빨래방 제기점,셀프빨래방,동대문구,제기동,37.5854089,127.0343173
버블워시빨래방,셀프빨래방,동대문구,이문1동,37.5987037,127.057933
버블워시24 외대점,셀프빨래방,동대문구,이문1동,37.5987037,127.057933
런드리익스프레스샵 이문점,셀프빨래방,동대문구,이문1동,37.5984005,127.0559278
크린토피아 코인워시 이문2동점,셀프빨래방,동대문구,이문1동,37.5983547,127.0555825
크린라이프 답십리점,셀프빨래방,동대문구,답십리1동,37.5698022,127.0494665
더런드리 답십리점,셀프빨래방,동대문구,답십리1동,37.5694964,127.0498995
뽀송빨래터,셀프빨래방,동대문구,용신동,37.5756044,127.0414094
워시빌리지 답십리점,셀프빨래방,동대문구,답십리1동,37.5704338,127.0518314
워시엔조이 장한평점,셀프빨래방,동대문구,장안1동,37.5638565,127.063113
워시엔조이 청계리버리치점,셀프빨래방,동대문구,용신동,37.5702681,127.0307088
크린토피아 코인워시 동대문용두캐슬리치점,셀프빨래방,동대문구,용신동,37.5784517,127.0306241
런드리존 장안센트럴점,셀프빨래방,동대문구,장안2동,37.5738784,127.0671453
24시셀프빨래방 이문점,셀프빨래방,동대문구,이문1동,37.5989582,127.0674935
워시프렌즈셀프빨래방 동대문장한평점,셀프빨래방,동대문구,장안1동,37.5688814,127.0683157
크린토피아 코인워시365 동대문전농배봉초교점,셀프빨래방,동대문구,전농2동,37.5782251,127.0667016
크린앤화이트24시코인셀프빨래방,셀프빨래방,동대문구,장안2동,37.5775692,127.0688885
24시맑은셀프빨래방,셀프빨래방,동대문구,장안2동,37.5775692,127.0688885
워시쿱 장안직영점,셀프빨래방,동대문구,장안1동,37.5633072,127.0612041
에코런드렛셀프빨래방 답십리점,셀프빨래방,동대문구,답십리2동,37.5651861,127.0562375
화이트365 경희대점,셀프빨래방,동대문구,회기동,37.5912672,127.0512791
버블맨24 회기동점,셀프빨래방,동대문구,회기동,37.5908707,127.0542732
셀프빨래방24시,세탁소,동대문구,이문1동,37.5935965,127.0577732
스피드24클리닝,셀프빨래방,동대문구,이문1동,37.5935965,127.0577732
화이트365 휘경점,셀프빨래방,동대문구,휘경1동,37.5906666,127.0579035
런드리익스프레스샵 회기점,셀프빨래방,동대문구,휘경1동,37.5909396,127.0568589
셀프빨래방(사당역점),"가정,생활",동작구,사당1동,37.476408,126.9738885
24시셀프빨래방플러스 노량진점,셀프빨래방,동작구,노량진1동,37.5127569,126.9417006
블링블링24시셀프빨래방,셀프빨래방,동작구,노량진2동,37.5121656,126.937662
합격빨래방워시앤프리 노량진점,셀프빨래방,동작구,노량진1동,37.5124134,126.943281
