name,gu_name,dong_name,latitude,longitude,type
삼성중앙,강남구,삼성동,37.513011,127.053282,지하철
사평,서초구,반포동,37.504206,127.015259,지하철
구반포,서초구,반포동,37.501364,126.987332,지하철
흑석(중앙대입구),동작구,흑석동,37.50877,126.963708,지하철
샛강,영등포구,여의도동,37.517274,126.928422,지하철
당산,영등포구,당산동6가,37.533406,126.902809,지하철
염창,양천구,목동,37.546936,126.874916,지하철
증미,강서구,등촌동,37.557402,126.861939,지하철
양천향교,강서구,가양동,37.568381,126.841333,지하철
김포공항,강서구,방화동,37.561916,126.802152,지하철
청량리(서울시립대입구),동대문구,전농동,37.579956,127.044585,지하철
곤제,의정부시,용현동,37.750471,127.083715,지하철
혜화,종로구,동숭동,37.582336,127.001844,지하철
의정부중앙,의정부시,의정부동,37.743676,127.049565,지하철
경전철의정부,의정부시,의정부동,37.737202,127.043257,지하철
한성대입구(삼선교),성북구,삼선동1가,37.588458,127.006221,지하철
둔전,용인시 처인구,포곡읍 둔전리,37.267051,127.21364,지하철
김량장,용인시 처인구,김량장동,37.237247,127.198781,지하철
초당,용인시 기흥구,중동,37.260752,127.159443,지하철
강남대,용인시 기흥구,구갈동,37.270161,127.126033,지하철
수유(강북구청),강북구,수유동,37.638052,127.025732,지하철
파주,파주시,파주읍 봉암리,37.815298,126.792783,지하철
운정,파주시,야당동,37.725826,126.767257,지하철
백마,고양시 일산동구,백석동,37.658239,126.794461,지하철
화전,고양시 덕양구,화전동,37.602888,126.868387,지하철
서강대,마포구,노고산동,37.551881,126.935711,지하철
제기동,동대문구,용두동,37.578103,127.034893,지하철
이천,이천시,율현동,37.265579,127.44226,지하철
초월,광주시,초월읍 쌍동리,37.374419,127.299,지하철
판교,성남시 분당구,백현동,37.394761,127.111217,지하철
강남구청,강남구,논현동,37.517469,127.041151,지하철
숭의,미추홀구,용현동,37.460789,126.638297,지하철
배방,아산시,배방읍 구령리,36.777629,127.052991,지하철
남부터미널(예술의전당),서초구,서초동,37.485013,127.016189,지하철
남동인더스파크,남동구,고잔동,37.407722,126.695216,지하철
수원,수원시 팔달구,매산로1가,37.265917,126.999422,지하철
보산,동두천시,보산동,37.913702,127.057277,지하철
덕계,양주시,덕계동,37.818486,127.056486,지하철
서동탄,오산시,외삼미동,37.195504,127.051672,지하철
잠원,서초구,잠원동,37.512759,127.01122,지하철
망포,수원시 영통구,영통동,37.245795,127.057353,지하철
기흥,용인시 기흥구,구갈동,37.275061,127.11591,지하철
지평,양평군,지평면 지평리,37.476393,127.629874,지하철
압구정,강남구,신사동,37.527072,127.028461,지하철
신원,양평군,양서면 신원리,37.525545,127.372921,지하철
도심,남양주시,와부읍 도곡리,37.579622,127.222672,지하철
도농,남양주시,다산동,37.608806,127.161153,지하철
망우,중랑구,상봉동,37.59955,127.091909,지하철
금호,성동구,금호동4가,37.548034,127.015872,지하철
동대입구,중구,장충동2가,37.559052,127.005602,지하철
성복,용인시 수지구,성복동,37.313335,127.0801,지하철
정자,성남시 분당구,정자동,37.367098,127.108403,지하철
을지로3가,중구,을지로3가,37.566672,126.992548,지하철
강남,서초구,서초동,37.496837,127.028104,지하철
경복궁(정부서울청사),종로구,적선동,37.575762,126.97353,지하철
김유정,춘천시,신동면 증리,37.818466,127.71434,지하철
굴봉산,춘천시,남산면 백양리,37.832067,127.557695,지하철
청평,가평군,청평면 청평리,37.735488,127.42661,지하철
마석,남양주시,화도읍 마석우리,37.652782,127.311767,지하철
금곡,남양주시,금곡동,37.637382,127.207853,지하철
별내,남양주시,별내동,37.64202,127.12684,지하철
홍제,서대문구,홍제동,37.589066,126.943736,지하철
녹번,은평구,녹번동,37.600927,126.935756,지하철
인천대공원,남동구,장수동,37.448769,126.752618,지하철
석천사거리,남동구,구월동,37.456805,126.709986,지하철
석바위시장,미추홀구,주안동,37.457611,126.692575,지하철
가재울,서구,가좌동,37.484192,126.683673,지하철
석남(거북시장),서구,석남동,37.506193,126.676203,지하철
서구청,서구,심곡동,37.543742,126.676787,지하철
검암,서구,검암동,37.56866,126.675687,지하철
마전,서구,마전동,37.597566,126.666998,지하철
신설동,동대문구,신설동,37.574747,127.024932,지하철
센트럴파크,연수구,송도동,37.393054,126.634729,지하철
캠퍼스타운,연수구,송도동,37.387855,126.661673,지하철
원인재,연수구,연수동,37.412333,126.687869,지하철
문학경기장,연수구,선학동,37.434935,126.698579,지하철
인천시청,남동구,간석동,37.457263,126.702143,지하철
부평,부평구,부평동,37.490535,126.723453,지하철
부평구청,부평구,청천동,37.508407,126.720555,지하철
계산,계양구,계산동,37.543238,126.728128,지하철
계양,계양구,귤현동,37.571449,126.73578,지하철
종로5가,종로구,종로5가,37.570926,127.001849,지하철
당산,영등포구,당산동6가,37.534946,126.902767,지하철
대림(구로구청),구로구,구로동,37.493243,126.894932,지하철
구로디지털단지,구로구,구로동,37.485266,126.901401,지하철
부천종합운동장,부천시 원미구,춘의동,37.50538,126.797337,지하철
단대오거리,성남시 수정구,신흥동,37.44521,127.156866,지하철
이촌(국립중앙박물관),용산구,용산동5가,37.522295,126.974733,지하철
인천공항2터미널,중구,운서동,37.460699,126.441442,지하철
인천공항1터미널,중구,운서동,37.447464,126.452508,지하철
운서,중구,운서동,37.492904,126.49379,지하철
청라국제도시,서구,청라동,37.556409,126.624648,지하철
신용산,용산구,한강로2가,37.52917,126.967894,지하철
계양,계양구,귤현동,37.571662,126.7363,지하철
김포공항,강서구,방화동,37.561842,126.801904,지하철
디지털미디어시티,마포구,상암동,37.576958,126.898609,지하철
공덕,마포구,도화동,37.54253,126.952024,지하철
서울역,용산구,동자동,37.553247,126.969769,지하철
숙대입구(갈월),용산구,갈월동,37.54456,126.972106,지하철
신설동,동대문구,신설동,37.576095,127.023242,지하철
성신여대입구(돈암),성북구,동소문동5가,37.592467,127.016516,지하철
정릉,성북구,정릉동,37.603133,127.013396,지하철
북한산보국문,성북구,정릉동,37.612072,127.008251,지하철
솔샘,강북구,미아동,37.620238,127.013626,지하철
삼양,강북구,미아동,37.626914,127.018106,지하철
화계,강북구,수유동,37.634133,127.017511,지하철
가오리,강북구,수유동,37.641537,127.016789,지하철
솔밭공원,강북구,우이동,37.65603,127.013273,지하철
북한산우이,강북구,우이동,37.662909,127.012706,지하철
회현(남대문시장),중구,남창동,37.558514,126.978246,지하철
명동,중구,충무로2가,37.560989,126.986325,지하철
봉은사,강남구,삼성동,37.514219,127.060245,지하철
선정릉,강남구,삼성동,37.510297,127.043999,지하철
언주,강남구,논현동,37.507287,127.033868,지하철
신논현,강남구,역삼동,37.504598,127.02506,지하철
고속터미널,서초구,반포동,37.50598,127.004403,지하철
신반포,서초구,반포동,37.503415,126.995925,지하철
동작(현충원),동작구,동작동,37.502878,126.978153,지하철
충무로,중구,필동2가,37.561207,126.99408,지하철
노들,동작구,본동,37.512887,126.953222,지하철
노량진,동작구,노량진동,37.513534,126.941005,지하철
여의도,영등포구,여의도동,37.52176,126.92403,지하철
국회의사당,영등포구,여의도동,37.528105,126.917874,지하철
선유도,영등포구,양평동5가,37.53802,126.893525,지하철
신목동,양천구,목동,37.544277,126.88308,지하철
동대문역사문화공원,중구,을지로7가,37.565133,127.007885,지하철
등촌,양천구,목동,37.550632,126.865689,지하철
가양,강서구,등촌동,37.561391,126.854456,지하철
마곡나루,강서구,마곡동,37.566778,126.82731,지하철
신방화,강서구,방화동,37.567532,126.816601,지하철
공항시장,강서구,공항동,37.563726,126.810678,지하철
개화,강서구,개화동,37.578608,126.798153,지하철
동대문,종로구,종로6가,37.57093,127.009287,지하철
탑석,의정부시,용현동,37.733579,127.088704,지하철
송산,의정부시,용현동,37.737279,127.087159,지하철
어룡,의정부시,용현동,37.742802,127.085035,지하철
효자,의정부시,신곡동,37.754025,127.076902,지하철
경기도청북부청사,의정부시,신곡동,37.75059,127.071495,지하철
새말,의정부시,신곡동,37.748885,127.06362,지하철
동오,의정부시,신곡동,37.745271,127.056947,지하철
흥선,의정부시,가능동,37.743302,127.037023,지하철
의정부시청,의정부시,의정부동,37.739256,127.034781,지하철
범골,의정부시,호원동,37.728755,127.04353,지하철
회룡,의정부시,호원동,37.725006,127.047073,지하철
발곡,의정부시,신곡동,37.727048,127.052803,지하철
성신여대입구(돈암),성북구,동선동4가,37.592612,127.016441,지하철
전대.에버랜드,용인시 처인구,포곡읍 전대리,37.285342,127.219561,지하철
보평,용인시 처인구,유방동,37.258965,127.218457,지하철
고진,용인시 처인구,유방동,37.24484,127.214251,지하철
운동장.송담대,용인시 처인구,김량장동,37.237845,127.209198,지하철
길음,성북구,길음동,37.603407,127.025053,지하철
시청.용인대,용인시 처인구,삼가동,37.239151,127.178406,지하철
동백,용인시 기흥구,중동,37.269043,127.152716,지하철
지석,용인시 기흥구,상하동,37.269606,127.136515,지하철
미아사거리,강북구,미아동,37.613292,127.030053,지하철
미아(서울사이버대학),강북구,미아동,37.62667,127.025983,지하철
홍대입구,마포구,동교동,37.557641,126.926683,지하철
공덕,마포구,도화동,37.542596,126.952099,지하철
원흥,고양시 덕양구,원흥동,37.650658,126.872642,지하철
효창공원앞,용산구,용문동,37.538579,126.96221,지하철
금촌,파주시,금촌동,37.766217,126.774644,지하철
금릉,파주시,금촌동,37.751322,126.765347,지하철
탄현,고양시 일산서구,덕이동,37.694023,126.761086,지하철
일산,고양시 일산서구,일산동,37.682077,126.769846,지하철
능곡,고양시 덕양구,토당동,37.618808,126.820783,지하철
행신,고양시 덕양구,행신동,37.612102,126.834146,지하철
창동,도봉구,창동,37.653088,127.047274,지하철
디지털미디어시티,은평구,수색동,37.577475,126.900453,지하철
가좌,서대문구,남가좌동,37.568491,126.915487,지하철
신촌,서대문구,신촌동,37.559733,126.942597,지하철
서울역,중구,봉래동2가,37.557231,126.97103,지하철
여주,여주시,교동,37.282308,127.628816,지하철
세종대왕릉,여주시,세종대왕면 신지리,37.295309,127.570938,지하철
신둔도예촌,이천시,신둔면 남정리,37.317185,127.40476,지하철
상계,노원구,상계동,37.660878,127.073572,지하철
경기광주,광주시,역동,37.399907,127.25263,지하철
이매,성남시 분당구,이매동,37.394655,127.127819,지하철
인천,중구,북성동2가,37.476403,126.617326,지하철
압구정로데오,강남구,압구정동,37.527381,127.040534,지하철
양재(서초구청),서초구,서초동,37.484477,127.033902,지하철
신포,중구,사동,37.46874,126.623853,지하철
온양온천,아산시,온천동,36.780483,127.003249,지하철
아산,아산시,배방읍 장재리,36.792053,127.104361,지하철
쌍용(나사렛대),천안시 서북구,쌍용동,36.793759,127.1214,지하철
인하대,미추홀구,용현동,37.448493,126.649619,지하철
송도,연수구,옥련동,37.428514,126.657772,지하철
원인재,연수구,연수동,37.413049,126.686648,지하철
인천논현,남동구,논현동,37.400614,126.722478,지하철
소래포구,남동구,논현동,37.40095,126.733522,지하철
월곶,시흥시,월곶동,37.391769,126.742699,지하철
소요산,동두천시,상봉암동,37.9481,127.061034,지하철
동두천,동두천시,동두천동,37.927878,127.05479,지하철
지행,동두천시,지행동,37.892334,127.055716,지하철
덕정,양주시,덕정동,37.843188,127.061277,지하철
녹양,의정부시,녹양동,37.75938,127.042292,지하철
고속터미널,서초구,반포동,37.504891,127.004916,지하철
달월,시흥시,월곶동,37.379681,126.745177,지하철
매교,수원시 팔달구,매교동,37.265481,127.015678,지하철
매탄권선,수원시 영통구,매탄동,37.252759,127.040566,지하철
청명,수원시 영통구,영통동,37.259489,127.078934,지하철
상갈,용인시 기흥구,상갈동,37.26181,127.108847,지하철
구성,용인시 기흥구,마북동,37.298969,127.105664,지하철
죽전,용인시 수지구,죽전동,37.324753,127.107395,지하철
용문,양평군,용문면 다문리,37.48223,127.594647,지하철
원덕,양평군,양평읍 원덕리,37.468672,127.547076,지하철
오빈,양평군,양평읍 오빈리,37.506062,127.473868,지하철
국수,양평군,양서면 국수리,37.516169,127.399367,지하철
양수,양평군,양서면 용담리,37.545981,127.329098,지하철
팔당,남양주시,와부읍 팔당리,37.547371,127.243939,지하철
양정,남양주시,이패동,37.60533,127.19364,지하철
옥수,성동구,옥수동,37.541684,127.017269,지하철
양원,중랑구,망우동,37.606596,127.107906,지하철
중랑,중랑구,중화동,37.594917,127.076116,지하철
광명,광명시,일직동,37.416182,126.884466,지하철
신설동,동대문구,신설동,37.576048,127.024634,지하철
약수,중구,신당동,37.554867,127.010541,지하철
광교(경기대),수원시 영통구,이의동,37.30211,127.044483,지하철
상현,용인시 수지구,상현동,37.297664,127.069342,지하철
수지구청,용인시 수지구,풍덕천동,37.322702,127.095026,지하철
동천,용인시 수지구,동천동,37.337928,127.102976,지하철
판교,성남시 분당구,백현동,37.394761,127.112217,지하철
청계산입구,서초구,신원동,37.447211,127.055664,지하철
양재시민의숲(매헌),서초구,양재동,37.470023,127.03842,지하철
양재(서초구청),서초구,서초동,37.483809,127.034653,지하철
종로3가,종로구,묘동,37.571605,126.991791,지하철
안국,종로구,안국동,37.576477,126.985443,지하철
독립문,서대문구,현저동,37.574571,126.957748,지하철
춘천,춘천시,근화동,37.885054,127.717023,지하철
남춘천,춘천시,퇴계동,37.864007,127.723792,지하철
강촌,춘천시,남산면 방곡리,37.805723,127.634146,지하철
백양리,춘천시,남산면 강촌리,37.830779,127.58933,지하철
가평,가평군,가평읍 달전리,37.814536,127.510739,지하철
상천,가평군,청평면 상천리,37.770246,127.454821,지하철
대성리,가평군,청평면 대성리,37.684071,127.379319,지하철
무악재,서대문구,홍제동,37.582299,126.950291,지하철
천마산,남양주시,화도읍 묵현리,37.658978,127.285379,지하철
평내호평,남양주시,평내동,37.653225,127.244493,지하철
사릉,남양주시,진건읍 사능리,37.65108,127.176933,지하철
퇴계원,남양주시,퇴계원읍 퇴계원리,37.648311,127.143952,지하철
갈매,구리시,갈매동,37.634118,127.114757,지하철
신내,중랑구,망우동,37.612887,127.103218,지하철
동대문,종로구,창신동,37.571687,127.01093,지하철
불광,은평구,대조동,37.610553,126.92982,지하철
운연(서창),남동구,운연동,37.440127,126.75997,지하철
남동구청,남동구,만수동,37.448161,126.736939,지하철
만수,남동구,만수동,37.454911,126.732094,지하철
모래내시장,남동구,구월동,37.45583,126.719298,지하철
연신내,은평구,불광동,37.619229,126.921038,지하철
인천시청,남동구,간석동,37.456833,126.701306,지하철
시민공원(문화창작지대),미추홀구,주안동,37.458335,126.681192,지하철
주안,미추홀구,주안동,37.464992,126.679098,지하철
주안국가산단,서구,가좌동,37.473703,126.68113,지하철
인천가좌,서구,가좌동,37.4897,126.675208,지하철
서부여성회관,서구,석남동,37.500168,126.675795,지하철
가정중앙시장,서구,가정동,37.517054,126.676672,지하철
구파발,은평구,진관동,37.636763,126.918821,지하철
가정(루원시티),서구,가정동,37.524649,126.675539,지하철
아시아드경기장(공촌사거리),서구,연희동,37.5517,126.677122,지하철
검바위,서구,검암동,37.561405,126.677566,지하철
독정,서구,백석동,37.585212,126.675844,지하철
완정,서구,당하동,37.592928,126.673203,지하철
검단사거리,서구,왕길동,37.60185,126.657108,지하철
왕길,서구,왕길동,37.59518,126.642696,지하철
검단오류(검단산업단지),서구,오류동,37.594877,126.627178,지하철
국제업무지구,연수구,송도동,37.399907,126.630347,지하철
인천대입구,연수구,송도동,37.386007,126.639484,지하철
지식정보단지,연수구,송도동,37.378384,126.645168,지하철
테크노파크,연수구,송도동,37.382268,126.656365,지하철
동막,남동구,고잔동,37.397878,126.674005,지하철
동춘,연수구,동춘동,37.404737,126.681015,지하철
신답,성동구,용답동,37.57004,127.046481,지하철
신연수,연수구,선학동,37.41804,126.693863,지하철
선학,연수구,선학동,37.426684,126.698863,지하철
인천터미널,미추홀구,관교동,37.442383,126.699706,지하철
예술회관,남동구,구월동,37.449396,126.701012,지하철
간석오거리,남동구,간석동,37.467048,126.707938,지하철
부평삼거리,부평구,십정동,37.477679,126.710208,지하철
동수,부평구,부평동,37.485312,126.718247,지하철
용답,성동구,사근동,37.561904,127.050899,지하철
부평시장,부평구,부평동,37.498383,126.722244,지하철
갈산,부평구,청천동,37.517268,126.721514,지하철
작전,계양구,작전동,37.530415,126.722527,지하철
임학,계양구,임학동,37.545059,126.738665,지하철
귤현,계양구,귤현동,37.566379,126.742654,지하철
아현,마포구,아현동,37.557345,126.956141,지하철
이대,마포구,염리동,37.556733,126.946013,지하철
신촌,서대문구,창천동,37.555131,126.936926,지하철
홍대입구,마포구,동교동,37.55679,126.923708,지하철
영등포구청,영등포구,당산동3가,37.525706,126.89661,지하철
문래,영등포구,문래동3가,37.517933,126.89476,지하철
부평구청,부평구,부평동,37.507394,126.721599,지하철
굴포천,부평구,갈산동,37.506997,126.73128,지하철
상동,부천시 원미구,상동,37.505781,126.753083,지하철
부천시청,부천시 원미구,중동,37.504631,126.763538,지하철
신중동,부천시 원미구,중동,37.503048,126.77596,지하철
까치울,부천시 원미구,춘의동,37.506207,126.810939,지하철
모란,성남시 수정구,수진동,37.433824,127.129837,지하철
신흥,성남시 수정구,신흥동,37.440918,127.147564,지하철
신대방,관악구,신림동,37.487462,126.913149,지하철
남한산성입구(성남법원.검찰청),성남시 수정구,단대동,37.451535,127.159816,지하철
복정,송파구,장지동,37.471052,127.126732,지하철
문정,송파구,문정동,37.485855,127.1225,지하철
송파,송파구,가락동,37.499703,127.112183,지하철
잠실(송파구청),송파구,신천동,37.514692,127.104338,지하철
신림,관악구,신림동,37.484201,126.929715,지하철
천호(풍납토성),강동구,성내동,37.538113,127.123254,지하철
암사,강동구,암사동,37.55021,127.127562,지하철
광명사거리,광명시,광명동,37.479252,126.854876,지하철
철산,광명시,철산동,37.47605,126.867911,지하철
대림(구로구청),영등포구,대림동,37.493013,126.897075,지하철
봉천,관악구,봉천동,37.482362,126.941892,지하철
신풍,영등포구,신길동,37.50008,126.90993,지하철
장승배기,동작구,상도동,37.504898,126.93915,지하철
상도,동작구,상도1동,37.502834,126.94791,지하철
이수,동작구,사당동,37.485196,126.981605,지하철
내방,서초구,방배동,37.487618,126.993513,지하철
서울대입구(관악구청),관악구,봉천동,37.481247,126.952739,지하철
논현,강남구,논현동,37.511093,127.021415,지하철
학동,강남구,논현동,37.514229,127.031656,지하철
뚝섬유원지,광진구,자양동,37.53154,127.066704,지하철
건대입구,광진구,화양동,37.540786,127.071011,지하철
중곡,광진구,중곡동,37.565923,127.08432,지하철
낙성대,관악구,봉천동,37.47693,126.963693,지하철
용마산,중랑구,면목동,37.573647,127.086727,지하철
상봉(시외버스터미널),중랑구,상봉동,37.595577,127.085716,지하철
중화,중랑구,중화동,37.602545,127.079264,지하철
공릉(서울과학기술대),노원구,공릉동,37.625742,127.072896,지하철
하계,노원구,하계동,37.636352,127.06799,지하철
노원,노원구,상계동,37.654836,127.060462,지하철
도봉산,도봉구,도봉동,37.689241,127.046509,지하철
장암,의정부시,장암동,37.700109,127.053196,지하철
태릉입구,노원구,공릉동,37.617338,127.074735,지하철
석계,노원구,월계동,37.614872,127.065595,지하철
돌곶이,성북구,석관동,37.610537,127.056431,지하철
상월곡(한국과학기술연구원),성북구,상월곡동,37.606377,127.048491,지하철
월곡(동덕여대),성북구,하월곡동,37.601948,127.041518,지하철
보문,성북구,보문동1가,37.585274,127.019351,지하철
창신,종로구,창신동,37.579661,127.015241,지하철
동묘앞,종로구,숭인동,37.572279,127.015653,지하철
약수,중구,신당동,37.554263,127.010358,지하철
한강진,용산구,한남동,37.539631,127.001725,지하철
이태원,용산구,이태원동,37.534488,126.994302,지하철
효창공원앞,용산구,용문동,37.539233,126.961384,지하철
공덕,마포구,공덕동,37.543555,126.951678,지하철
대흥(서강대앞),마포구,대흥동,37.547771,126.942069,지하철
교대(법원.검찰청),서초구,서초동,37.493961,127.014667,지하철
합정,마포구,합정동,37.549209,126.913366,지하철
마포구청,마포구,성산동,37.563515,126.903343,지하철
증산(명지대앞),은평구,증산동,37.583876,126.909645,지하철
새절(신사),은평구,신사동,37.591148,126.913629,지하철
구산,은평구,갈현동,37.611377,126.91727,지하철
강남,강남구,역삼동,37.49799,127.027912,지하철
불광,은평구,대조동,37.610873,126.92939,지하철
길동,강동구,길동,37.537801,127.140004,지하철
강동,강동구,천호동,37.535804,127.132481,지하철
천호(풍납토성),강동구,천호동,37.53864,127.123308,지하철
아차산(어린이대공원후문),광진구,능동,37.551691,127.089761,지하철
군자(능동),광진구,능동,37.557088,127.079577,지하철
장한평,동대문구,장안동,37.56144,127.064623,지하철
답십리,성동구,용답동,37.566747,127.052704,지하철
왕십리(성동구청),성동구,행당동,37.56184,127.037059,지하철
행당,성동구,행당동,37.557322,127.029476,지하철
청구,중구,신당동,37.560276,127.013639,지하철
동대문역사문화공원,중구,광희동1가,37.564665,127.005353,지하철
종로3가,종로구,돈의동,37.57254,126.990305,지하철
삼성(무역센터),강남구,삼성동,37.508844,127.06316,지하철
서대문,종로구,평동,37.565773,126.966641,지하철
충정로(경기대입구),서대문구,충정로3가,37.560236,126.9629,지하철
애오개,마포구,아현동,37.553736,126.95682,지하철
마포,마포구,도화동,37.539574,126.945932,지하철
여의나루,영등포구,여의도동,37.527098,126.932901,지하철
신길,영등포구,영등포동1가,37.517623,126.914839,지하철
영등포시장,영등포구,영등포동5가,37.522669,126.905139,지하철
영등포구청,영등포구,당산동2가,37.5242,126.89503,지하철
양평,영등포구,양평동2가,37.525569,126.886129,지하철
목동,양천구,목동,37.526065,126.864931,지하철
신정(은행정),양천구,신정동,37.524997,126.856191,지하철
까치산,강서구,화곡동,37.531768,126.846683,지하철
우장산,강서구,내발산동,37.548768,126.836318,지하철
발산,강서구,내발산동,37.558598,126.837668,지하철
잠실새내,송파구,잠실동,37.511687,127.086162,지하철
김포공항,강서구,방화동,37.562384,126.801292,지하철
개화산,강서구,방화동,37.572399,126.806171,지하철
평택,평택시,평택동,36.990726,127.085159,지하철
천안,천안시 동남구,대흥동,36.810005,127.146826,지하철
직산,천안시 서북구,직산읍 모시리,36.870593,127.143904,지하철
성환,천안시 서북구,성환읍 성환리,36.916076,127.126964,지하철
잠실(송파구청),송파구,신천동,37.513262,127.100159,지하철
지제,평택시,지제동,37.0188,127.070444,지하철
복정,송파구,장지동,37.470345,127.126658,지하철
수서,강남구,수서동,37.487472,127.101422,지하철
송탄,평택시,신장동,37.075696,127.054301,지하철
진위,평택시,진위면 하북리,37.109447,127.062278,지하철
오산대,오산시,수청동,37.168953,127.063197,지하철
잠실나루,송파구,신천동,37.520733,127.10379,지하철
병점,화성시,진안동,37.207503,127.032731,지하철
선릉,강남구,역삼동,37.504856,127.048807,지하철
한티,강남구,대치동,37.496237,127.052873,지하철
구룡,강남구,개포동,37.486839,127.058856,지하철
개포동,강남구,개포동,37.489116,127.06614,지하철
보정,용인시 기흥구,보정동,37.312752,127.108196,지하철
수리산,군포시,산본동,37.349801,126.925365,지하철
오이도,시흥시,정왕동,37.362357,126.738714,지하철
정왕,시흥시,정왕동,37.351735,126.742989,지하철
신길온천,안산시 단원구,신길동,37.338212,126.765844,지하철
도화,미추홀구,도화동,37.46607,126.668672,지하철
독산,금천구,가산동,37.466613,126.889249,지하철
간석,남동구,간석동,37.464737,126.694181,지하철
부개,부평구,부개동,37.488418,126.74109,지하철
구의(광진구청),광진구,구의동,37.537077,127.085916,지하철
구일,구로구,구로동,37.496756,126.870793,지하철
주엽,고양시 일산서구,주엽동,37.670072,126.761334,지하철
마두,고양시 일산동구,장항동,37.652206,126.77762,지하철
백석,고양시 일산동구,백석동,37.643114,126.78787,지하철
화정,고양시 덕양구,화정동,37.634592,126.83265,지하철
원당,고양시 덕양구,성사동,37.653324,126.843041,지하철
건대입구,광진구,화양동,37.540373,127.069191,지하철
오리,성남시 분당구,구미동,37.339824,127.108942,지하철
정자,성남시 분당구,정자동,37.365994,127.10807,지하철
수내,성남시 분당구,수내동,37.378455,127.114322,지하철
야탑,성남시 분당구,야탑동,37.411185,127.128715,지하철
모란,성남시 중원구,성남동,37.432052,127.129104,지하철
가천대,성남시 수정구,태평동,37.448605,127.126697,지하철
범계,안양시 동안구,호계동,37.389793,126.950806,지하철
시청,중구,정동,37.565715,126.977088,지하철
인덕원,안양시 동안구,관양동,37.401553,126.976715,지하철
정부과천청사,과천시,중앙동,37.426513,126.98978,지하철
대공원,과천시,막계동,37.435675,127.006523,지하철
경마공원,과천시,과천동,37.443885,127.007888,지하철
가능,의정부시,가능동,37.748577,127.044213,지하철
중동,부천시 소사구,송내동,37.486562,126.764843,지하철
뚝섬,성동구,성수동1가,37.547184,127.047367,지하철
안산,안산시 단원구,원곡동,37.327082,126.788532,지하철
초지,안산시 단원구,초지동,37.320646,126.805913,지하철
중앙,안산시 단원구,고잔동,37.315941,126.838573,지하철
상록수,안산시 상록구,본오동,37.302795,126.866489,지하철
산본,군포시,산본동,37.358101,126.933274,지하철
수원,수원시 팔달구,매산로1가,37.266348,126.999561,지하철
성균관대,수원시 장안구,율전동,37.300349,126.97075,지하철
의왕,의왕시,삼동,37.320852,126.948217,지하철
명학,안양시 만안구,안양동,37.384653,126.935433,지하철
안양,안양시 만안구,안양동,37.401592,126.922874,지하철
금천구청,금천구,시흥동,37.455626,126.89398,지하철
구로,구로구,구로동,37.503039,126.881966,지하철
인천,중구,북성동1가,37.476079,126.616801,지하철
동인천,중구,인현동,37.475276,126.632802,지하철
동암,부평구,십정동,37.471408,126.702896,지하철
백운,부평구,십정동,37.483664,126.707704,지하철
상왕십리,성동구,하왕십리동,37.564354,127.029354,지하철
부천,부천시 소사구,심곡본동,37.48405,126.782686,지하철
개봉,구로구,개봉동,37.494594,126.85968,지하철
회룡,의정부시,호원동,37.724416,127.04736,지하철
도봉산,도봉구,도봉동,37.689534,127.046049,지하철
방학,도봉구,방학동,37.667503,127.044273,지하철
녹천,,,37.644799,127.051269,지하철
광운대,노원구,월계동,37.623632,127.061835,지하철
신이문,동대문구,이문동,37.601854,127.067325,지하철
청량리(서울시립대입구),동대문구,전농동,37.580759,127.0483,지하철
왕십리(성동구청),성동구,행당동,37.561827,127.038352,지하철
옥수,성동구,옥수동,37.540446,127.018672,지하철
한남,용산구,한남동,37.52943,127.009169,지하철
이촌(국립중앙박물관),용산구,용산동5가,37.522427,126.973406,지하철
영등포,영등포구,영등포동,37.515504,126.907628,지하철
노량진,동작구,노량진동,37.514149,126.94271,지하철
을지로4가,중구,을지로4가,37.566595,126.997817,지하철
서울역,중구,봉래동2가,37.554337,126.971134,지하철
경찰병원,송파구,가락동,37.495918,127.12454,지하철
가락시장,송파구,가락동,37.492245,127.117757,지하철
동묘앞,종로구,숭인동,37.573197,127.01648,지하철
신정네거리,양천구,신정동,37.520074,126.852912,지하철
일원,강남구,일원동,37.483681,127.08439,지하철
학여울,강남구,대치동,37.496663,127.070594,지하철
대치,강남구,대치동,37.494612,127.063642,지하철
매봉,강남구,도곡동,37.486947,127.046769,지하철
지축,고양시 덕양구,지축동,37.648033,126.913917,지하철
도림천,구로구,신도림동,37.514287,126.882768,지하철
총신대입구(이수),동작구,사당동,37.486263,126.981989,지하철
시청,중구,서소문동,37.563588,126.975411,지하철
응암,은평구,신사동,37.598605,126.915577,지하철
마천,송파구,마천동,37.49499,127.152781,지하철
오금,송파구,가락동,37.502057,127.127938,지하철
방이,송파구,방이동,37.508857,127.126133,지하철
역삼,강남구,역삼동,37.500622,127.036456,지하철
종각,종로구,종로1가,37.570161,126.982923,지하철
고덕,강동구,고덕동,37.555004,127.154151,지하철
명일,강동구,명일동,37.55137,127.143999,지하철
삼가,용인시 처인구,삼가동,37.242115,127.168075,지하철
어정,용인시 기흥구,상하동,37.274917,127.143714,지하철
기흥,용인시 기흥구,구갈동,37.275449,127.116665,지하철
디지털미디어시티,은평구,수색동,37.577475,126.900453,지하철
서울역,중구,봉래동2가,37.557231,126.97103,지하철
문산,파주시,문산읍 문산리,37.854619,126.788047,지하철
월롱,파주시,월롱면 위전리,37.796188,126.792587,지하철
