latitude,longitude,name,gu_name,dong_name
33.47809990776395,124.85060858181971,경춘선숲길,,
35.33980111345073,127.05017208214008,월천근린공원,담양군,금성면 봉서리
37.43661588830112,127.01202395326928,서울대공원,과천시,막계동
37.44532523712111,127.05485554003307,청계산도시자연공원,서초구,원지동
37.44662987681007,126.9041883215188,금천문화회공연장,금천구,시흥동
37.44782815958836,126.96464259769056,악산공원,관악구,신림동
37.44878189512925,126.90235936924395,문화공간 아이원,금천구,시흥동
37.44930090796776,126.90504474377492,금천폭포근린공원,금천구,시흥동
37.45066316152658,126.90871947581935,수상한창고,금천구,시흥동
37.45102215699632,127.06744644832789,인능산도시자연공원,서초구,내곡동
37.4568176005023,126.89540859918792,금나래아트홀,금천구,시흥동
37.46692297496539,126.939231073074,샘말공원(악산근린공원 샘말구),관악구,신림동
37.46751513332951,126.94480540457248,악아트홀,관악구,신림동
37.46846293023016,126.89443212297634,금천뮤컬센터,금천구,독산동
37.46880222137476,126.93564084768846,광태소극장,관악구,신림동
37.469347197103616,127.05452950186606,구룡산도시자연공원,강남구,개포동
37.469408247442345,126.89745288778592,"롯데시네마 독산 제, 롯데시네마독산 제",금천구,독산동
37.46945567673651,127.03127570454568,문화예술공원,서초구,양재동
37.47013870784281,126.9072635102705,구민문화체육센터극장,금천구,독산동
37.47059461289128,126.89571324103024,레미어린이극장,금천구,독산동
37.47076253047653,126.9091469166253,금천체육공원(악산),금천구,독산동
37.47092948612962,126.90887041824612,감로천생태공원(악산),금천구,독산동
37.47111438549769,127.04383787535087,SCC 선 아트홀,서초구,양재동
37.47185296537226,126.89592934057114,문화정원 아트홀,금천구,독산동
37.47271834223091,127.0372660561047,매헌시민의숲,서초구,양재동
37.47368907887588,127.05294800370189,M극장(DTM),강남구,개포동
37.47414857025698,127.00921803128844,우면산도시자연공원,서초구,방배동
37.477226809977154,126.97984697437698,광인 성악 연구회,동작구,사당동
37.47726034618834,126.91037904784902,만수천공원(악산),금천구,독산동
37.47758297525385,126.88908469530156,롯데시네마 가산디털(제),금천구,가산동
37.47764951255564,127.124996445227,"CGV 송파, CGV송파4DX, CGV 송파 SPHERE X",송파구,문정동
37.47764987921624,127.01044774807924,한국예술종합학교 이강숙홀,서초구,서초동
37.47913399270944,126.9806255221258,도깨비 나라 인형극단,동작구,사당동
37.48009904711252,126.89112279119028,태양비디오소극장,구로구,가리봉동
37.48019699893179,126.89056582743127,가리봉비디오,구로구,가리봉동
37.48047731015237,127.038405539855,영산양재홀,서초구,양재동
37.48060558932544,127.12366649346798,메가박스 송파파크하비오(),송파구,문정동
37.48102656735341,126.95220753993576,"롯데시네마 서울대입구제, 롯데시네마 서울대입구",관악구,봉천동
37.48108712083635,127.0152453937302,"예술의전당 인춘아트홀, 국립국악원 우면당, 예술의전당 토월극장, IBK기업은행 챔버홀, 국립국악원 연희마당, 국립국악원 예악당, 국립국악원 풍류사랑방, 예술의전당 오페라극장, 예술의전당 리사이틀홀, 예술의전당 자유소극장, 예술의전당 콘서트홀",서초구,서초동
37.48168913546101,127.0358258330944,서초문화예술회아트홀,서초구,양재동
37.4817445710468,127.0144814268677,SCC Hall 서초,서초구,서초동
37.481801596003095,127.01318541381826,Sound360,서초구,서초동
